client_id,first_name,last_name,date_of_birth,gender,country,region,satisfaction_score,loan_applied,age,region_encoded,country_encoded,client_type_Company,client_type_Individual,purpose_Home,purpose_Investment,channel_Agency,channel_Client,channel_Website,age_standard_scaled,satisfaction_standard_scaled,age_minmax_scaled,satisfaction_minmax_scaled,kmeans_cluster,hierarchical_cluster
C0368,Betty,Scott,08-11-1992,FEMALE,USA,California,4,Yes,33,8,9,0,1,1,0,1,0,0,-1.3024342552999275,0.6870888628228828,0.1142857142857142,0.75,1,1
C0369,Helen,Murray,10-01-1954,FEMALE,USA,Utah,2,Yes,71,48,9,0,1,1,0,1,0,0,0.8879840541223893,-0.7281302161119941,0.657142857142857,0.25,0,0
C0370,Michelle,Brooks,9/23/1957,FEMALE,Russia,Krasnodar Krai,1,No,68,21,7,0,1,1,0,0,0,1,0.7150562928522064,-1.435739755579433,0.6142857142857143,0.0,2,0
C0371,Ryan,Moore,3/15/1970,MALE,Belgium,Wallonia,3,No,56,52,1,0,1,0,1,1,0,0,0.0233452477714747,-0.0205206766445556,0.4428571428571428,0.5,0,1
C0372,Teresa,Nelson,4/22/1952,FEMALE,Belgium,Flanders,1,No,74,13,1,0,1,0,1,1,0,0,1.0609118153925725,-1.435739755579433,0.7,0.0,0,0
C0373,Karen,Morales,1/27/1993,FEMALE,USA,Georgia,2,No,33,15,9,0,1,1,0,1,0,0,-1.3024342552999275,-0.7281302161119941,0.1142857142857142,0.25,2,0
C0374,Madison,Hughes,11-07-1993,FEMALE,Australia,New South Wales,4,Yes,32,26,0,0,1,0,1,1,0,0,-1.3600768423899885,0.6870888628228828,0.0999999999999999,0.75,1,1
C0375,Kyle,Thompson,7/15/1968,MALE,USA,California,4,No,57,8,9,0,1,0,1,0,0,1,0.0809878348615357,0.6870888628228828,0.4571428571428571,0.75,1,1
C0376,Shirley,Smith,4/19/1953,FEMALE,USA,California,3,No,73,8,9,0,1,1,0,0,0,1,1.0032692283025113,-0.0205206766445556,0.6857142857142857,0.5,0,2
C0377,Charles,Patterson,5/14/1998,MALE,USA,Washington,4,No,28,53,9,0,1,1,0,0,0,1,-1.5906471907502324,0.6870888628228828,0.0428571428571428,0.75,1,1
C0378,Heather,Anderson,11/28/1957,FEMALE,USA,California,3,Yes,68,8,9,0,1,0,1,0,0,1,0.7150562928522064,-0.0205206766445556,0.6142857142857143,0.5,0,2
C0379,Optima,Co,4/22/1977,MALE,USA,California,2,Yes,49,8,9,1,0,0,1,0,1,0,-0.380152861858952,-0.7281302161119941,0.3428571428571428,0.25,2,0
C0380,Evelyn,Chavez,9/13/1973,FEMALE,USA,California,3,Yes,52,8,9,0,1,1,0,0,0,1,-0.2072251005887691,-0.0205206766445556,0.3857142857142857,0.5,1,1
C0381,David,Gray,01-08-1961,MALE,USA,California,5,Yes,65,8,9,0,1,1,0,1,0,0,0.5421285315820235,1.3946984022903213,0.5714285714285714,1.0,1,1
C0382,Nicholas,Garcia,08-08-1975,MALE,USA,California,1,Yes,50,8,9,0,1,0,1,1,0,0,-0.322510274768891,-1.435739755579433,0.3571428571428571,0.0,2,0
C0383,Novex,Co,11-09-1985,FEMALE,Mexico,Mexico City,3,No,40,23,6,1,0,0,1,1,0,0,-0.8989361456695008,-0.0205206766445556,0.2142857142857142,0.5,1,1
C0384,Amy,Stewart,3/22/1944,FEMALE,USA,California,3,Yes,82,8,9,0,1,1,0,0,0,1,1.52205251211306,-0.0205206766445556,0.8142857142857143,0.5,0,2
C0385,Douglas,Owens,01-12-1969,MALE,UK,Northern Ireland,4,No,57,31,8,0,1,0,1,0,0,1,0.0809878348615357,0.6870888628228828,0.4571428571428571,0.75,1,1
C0386,Carol,Stewart,3/25/1976,FEMALE,USA,Colorado,2,No,50,11,9,0,1,1,0,0,1,0,-0.322510274768891,-0.7281302161119941,0.3571428571428571,0.25,2,0
C0387,Jessica,Owens,7/18/1974,FEMALE,USA,California,2,Yes,51,8,9,0,1,1,0,0,0,1,-0.26486768767883,-0.7281302161119941,0.3714285714285714,0.25,2,0
C0388,Zachary,Cox,9/24/1995,MALE,USA,California,4,No,30,8,9,0,1,1,0,1,0,0,-1.4753620165701105,0.6870888628228828,0.0714285714285714,0.75,1,1
C0389,Ronald,Stone,11/18/1954,MALE,USA,Colorado,3,No,71,11,9,0,1,1,0,0,0,1,0.8879840541223893,-0.0205206766445556,0.657142857142857,0.5,0,2
C0390,Steven,Griffin,4/23/1942,MALE,Canada,Quebec,2,No,84,40,2,0,1,0,1,0,0,1,1.637337686293182,-0.7281302161119941,0.8428571428571427,0.25,0,0
C0391,Heather,Long,11-12-1966,FEMALE,USA,California,5,No,59,8,9,0,1,1,0,1,0,0,0.1962730090416576,1.3946984022903213,0.4857142857142857,1.0,1,1
C0392,Katherine,Adams,6/14/1977,FEMALE,USA,Arizona,2,Yes,49,1,9,0,1,1,0,0,0,1,-0.380152861858952,-0.7281302161119941,0.3428571428571428,0.25,2,0
C0393,Nicole,Allen,06-08-1988,FEMALE,USA,Arizona,4,No,38,1,9,0,1,1,0,1,0,0,-1.0142213198496226,0.6870888628228828,0.1857142857142856,0.75,1,1
C0394,Shirley,Foster,11/24/1954,FEMALE,USA,Colorado,3,Yes,71,11,9,0,1,1,0,0,0,1,0.8879840541223893,-0.0205206766445556,0.657142857142857,0.5,0,2
C0395,Deborah,Chavez,1/17/1959,FEMALE,USA,Florida,1,No,67,14,9,0,1,1,0,0,0,1,0.6574137057621454,-1.435739755579433,0.5999999999999999,0.0,2,0
C0396,Charles,Allen,4/17/2000,MALE,USA,Nevada,5,No,26,25,9,0,1,1,0,1,0,0,-1.7059323649303544,1.3946984022903213,0.0142857142857142,1.0,1,1
C0397,Hannah,Williams,9/18/2000,FEMALE,USA,California,5,No,25,8,9,0,1,1,0,0,0,1,-1.7635749520204154,1.3946984022903213,0.0,1.0,1,1
C0398,Jennifer,Alexander,12/22/1948,FEMALE,USA,Texas,1,Yes,77,47,9,0,1,1,0,1,0,0,1.2338395766627552,-1.435739755579433,0.7428571428571427,0.0,0,0
C0399,Albert,Kim,06-09-1984,MALE,USA,California,4,No,42,8,9,0,1,1,0,1,0,0,-0.7836509714893788,0.6870888628228828,0.2428571428571428,0.75,1,1
C0400,Brandon,Anderson,11/25/1959,MALE,USA,California,4,No,66,8,9,0,1,1,0,1,0,0,0.5997711186720844,0.6870888628228828,0.5857142857142856,0.75,0,2
C0401,Brian,Anderson,7/21/1969,MALE,USA,Arizona,5,Yes,56,1,9,0,1,1,0,0,0,1,0.0233452477714747,1.3946984022903213,0.4428571428571428,1.0,1,1
C0402,Brenda,Garcia,2/22/1941,FEMALE,USA,Georgia,5,No,85,15,9,0,1,1,0,0,0,1,1.6949802733832429,1.3946984022903213,0.857142857142857,1.0,0,2
C0403,Jennifer,Adams,3/25/1963,FEMALE,Australia,New South Wales,1,No,63,26,0,0,1,1,0,0,0,1,0.4268433574019015,-1.435739755579433,0.5428571428571429,0.0,2,0
C0404,Sara,Cook,12-05-1976,FEMALE,France,Normandy,1,No,49,28,4,0,1,0,1,0,1,0,-0.380152861858952,-1.435739755579433,0.3428571428571428,0.0,2,0
C0405,Horizon,Co,12/25/1969,MALE,USA,Colorado,1,No,56,11,9,1,0,1,0,1,0,0,0.0233452477714747,-1.435739755579433,0.4428571428571428,0.0,2,0
C0406,Christine,Brown,5/26/1960,FEMALE,USA,Colorado,3,No,66,11,9,0,1,1,0,0,0,1,0.5997711186720844,-0.0205206766445556,0.5857142857142856,0.5,0,2
C0407,Lisa,Freeman,4/23/1982,FEMALE,USA,California,2,No,44,8,9,0,1,1,0,0,1,0,-0.6683657973092569,-0.7281302161119941,0.2714285714285714,0.25,2,0
C0408,Tyler,Rogers,02-03-1977,MALE,USA,California,3,No,49,8,9,0,1,1,0,0,0,1,-0.380152861858952,-0.0205206766445556,0.3428571428571428,0.5,1,1
C0409,Timothy,Reyes,9/18/1972,MALE,USA,Nevada,1,Yes,53,25,9,0,1,1,0,0,0,1,-0.1495825134987081,-1.435739755579433,0.3999999999999999,0.0,2,0
C0410,Diane,Johnson,7/13/1982,FEMALE,Russia,Saint Petersburg,5,Yes,43,42,7,0,1,1,0,1,0,0,-0.7260083843993178,1.3946984022903213,0.257142857142857,1.0,1,1
C0411,Amanda,Moore,05-09-1983,FEMALE,USA,California,2,No,43,8,9,0,1,1,0,0,0,1,-0.7260083843993178,-0.7281302161119941,0.257142857142857,0.25,2,0
C0412,Karen,Richardson,4/24/1984,FEMALE,UK,Scotland,5,No,42,43,8,0,1,1,0,0,0,1,-0.7836509714893788,1.3946984022903213,0.2428571428571428,1.0,1,1
C0413,Brandon,Smith,07-11-1940,MALE,Canada,British Columbia,3,No,85,5,2,0,1,1,0,0,0,1,1.6949802733832429,-0.0205206766445556,0.857142857142857,0.5,0,2
C0414,Brandon,Reed,12-07-1962,MALE,USA,California,4,No,63,8,9,0,1,1,0,0,0,1,0.4268433574019015,0.6870888628228828,0.5428571428571429,0.75,0,2
C0415,Grace,Turner,07-09-1980,FEMALE,USA,Nevada,5,Yes,45,25,9,0,1,1,0,1,0,0,-0.610723210219196,1.3946984022903213,0.2857142857142856,1.0,1,1
C0416,Bravada,Co,7/28/1981,MALE,Germany,North Rhine-Westphalia,5,Yes,44,30,5,1,0,0,1,0,1,0,-0.6683657973092569,1.3946984022903213,0.2714285714285714,1.0,1,1
C0417,Peter,Collins,12-03-1947,MALE,USA,Utah,2,No,78,48,9,0,1,1,0,0,0,1,1.291482163752816,-0.7281302161119941,0.7571428571428571,0.25,0,0
C0418,Douglas,Howard,8/20/1996,MALE,USA,Arizona,5,No,29,1,9,0,1,1,0,1,0,0,-1.5330046036601714,1.3946984022903213,0.0571428571428571,1.0,1,1
C0419,Jack,Hansen,11-03-1962,MALE,USA,Washington,3,Yes,63,53,9,0,1,1,0,1,0,0,0.4268433574019015,-0.0205206766445556,0.5428571428571429,0.5,0,2
C0420,Debra,Reyes,01-04-1994,FEMALE,USA,California,5,No,32,8,9,0,1,1,0,1,0,0,-1.3600768423899885,1.3946984022903213,0.0999999999999999,1.0,1,1
C0421,Zachary,Cox,8/25/1975,MALE,Germany,Hesse,5,Yes,50,17,5,0,1,0,1,0,0,1,-0.322510274768891,1.3946984022903213,0.3571428571428571,1.0,1,1
C0422,Telnox,Co,11/13/1973,FEMALE,USA,California,1,Yes,52,8,9,1,0,1,0,0,1,0,-0.2072251005887691,-1.435739755579433,0.3857142857142857,0.0,2,0
C0423,Rachel,Sanders,4/17/1950,FEMALE,USA,California,1,No,76,8,9,0,1,1,0,0,1,0,1.1761969895726945,-1.435739755579433,0.7285714285714284,0.0,0,0
C0424,Sarah,Stewart,12-04-1998,FEMALE,USA,Florida,1,No,27,14,9,0,1,1,0,0,0,1,-1.6482897778402934,-1.435739755579433,0.0285714285714285,0.0,2,0
C0425,Gerald,Wright,03-11-1965,MALE,USA,Nevada,2,No,61,25,9,0,1,1,0,1,0,0,0.3115581832217796,-0.7281302161119941,0.5142857142857142,0.25,2,0
C0426,Julie,Brown,10-07-1953,FEMALE,USA,Oregon,4,Yes,72,37,9,0,1,1,0,0,1,0,0.9456266412124504,0.6870888628228828,0.6714285714285713,0.75,0,2
C0427,Sarah,Peterson,09-06-1994,FEMALE,USA,California,4,Yes,31,8,9,0,1,1,0,0,0,1,-1.4177194294800497,0.6870888628228828,0.0857142857142856,0.75,1,1
C0428,Gloria,Rogers,7/20/1962,FEMALE,USA,Oregon,3,No,63,37,9,0,1,1,0,1,0,0,0.4268433574019015,-0.0205206766445556,0.5428571428571429,0.5,0,2
C0429,Danielle,Stone,11-05-1995,FEMALE,USA,California,3,Yes,30,8,9,0,1,1,0,0,0,1,-1.4753620165701105,-0.0205206766445556,0.0714285714285714,0.5,1,1
C0430,Roger,Wood,10-05-1974,MALE,USA,Nevada,2,No,51,25,9,0,1,1,0,1,0,0,-0.26486768767883,-0.7281302161119941,0.3714285714285714,0.25,2,0
C0431,Austin,King,05-05-1969,MALE,USA,California,5,Yes,57,8,9,0,1,1,0,0,0,1,0.0809878348615357,1.3946984022903213,0.4571428571428571,1.0,1,1
C0432,Grandis,Co,2/17/1995,MALE,USA,California,5,No,31,8,9,1,0,1,0,1,0,0,-1.4177194294800497,1.3946984022903213,0.0857142857142856,1.0,1,1
C0433,Ruth,Hughes,03-03-1969,FEMALE,USA,California,2,Yes,57,8,9,0,1,0,1,0,0,1,0.0809878348615357,-0.7281302161119941,0.4571428571428571,0.25,2,0
C0434,Amanda,Sanders,12/25/1964,FEMALE,Russia,Tatarstan,5,No,61,46,7,0,1,1,0,0,0,1,0.3115581832217796,1.3946984022903213,0.5142857142857142,1.0,1,1
C0435,Sara,Richardson,1/25/1966,FEMALE,Australia,New South Wales,5,Yes,60,26,0,0,1,1,0,0,0,1,0.2539155961317186,1.3946984022903213,0.4999999999999999,1.0,1,1
C0436,Brandon,Jones,05-12-1972,MALE,USA,Colorado,2,Yes,54,11,9,0,1,1,0,0,1,0,-0.0919399264086471,-0.7281302161119941,0.4142857142857142,0.25,2,0
C0437,Danielle,James,10-05-1990,FEMALE,USA,Texas,1,No,35,47,9,0,1,1,0,0,0,1,-1.1871490811198055,-1.435739755579433,0.1428571428571428,0.0,2,0
C0438,Gregory,Collins,10-09-1982,MALE,USA,Georgia,1,Yes,43,15,9,0,1,0,1,0,1,0,-0.7260083843993178,-1.435739755579433,0.257142857142857,0.0,2,0
C0439,Larry,Thompson,03-08-1956,MALE,USA,Virginia,2,No,70,50,9,0,1,1,0,1,0,0,0.8303414670323284,-0.7281302161119941,0.6428571428571428,0.25,0,0
C0440,Lawrence,Parker,7/13/1960,MALE,USA,California,1,No,65,8,9,0,1,0,1,1,0,0,0.5421285315820235,-1.435739755579433,0.5714285714285714,0.0,2,0
C0441,Joan,Foster,10-01-1980,FEMALE,Russia,Krasnodar Krai,1,No,45,21,7,0,1,0,1,1,0,0,-0.610723210219196,-1.435739755579433,0.2857142857142856,0.0,2,0
C0442,Sarah,Hansen,4/14/1975,FEMALE,USA,Colorado,3,Yes,51,11,9,0,1,1,0,0,0,1,-0.26486768767883,-0.0205206766445556,0.3714285714285714,0.5,1,1
C0443,Noah,Foster,6/22/1950,MALE,Denmark,Capital Region,1,Yes,76,9,3,0,1,1,0,1,0,0,1.1761969895726945,-1.435739755579433,0.7285714285714284,0.0,0,0
C0444,Jennifer,Martin,3/15/1941,FEMALE,USA,California,2,No,85,8,9,0,1,1,0,0,0,1,1.6949802733832429,-0.7281302161119941,0.857142857142857,0.25,0,0
C0445,Michelle,Evans,11-12-1995,FEMALE,USA,California,2,Yes,30,8,9,0,1,1,0,0,0,1,-1.4753620165701105,-0.7281302161119941,0.0714285714285714,0.25,2,0
C0446,Douglas,Thomas,02-01-1955,MALE,USA,Colorado,2,No,71,11,9,0,1,1,0,0,0,1,0.8879840541223893,-0.7281302161119941,0.657142857142857,0.25,0,0
C0447,Patricia,Johnson,6/27/1956,FEMALE,USA,New York,2,No,70,27,9,0,1,1,0,0,0,1,0.8303414670323284,-0.7281302161119941,0.6428571428571428,0.25,0,0
C0448,Mark,White,06-10-1980,MALE,USA,Nevada,2,No,46,25,9,0,1,0,1,1,0,0,-0.553080623129135,-0.7281302161119941,0.3,0.25,2,0
C0449,Jordan,King,6/24/1972,MALE,USA,Oregon,2,No,54,37,9,0,1,0,1,1,0,0,-0.0919399264086471,-0.7281302161119941,0.4142857142857142,0.25,2,0
C0450,Matthew,Jackson,2/19/1992,MALE,Mexico,Nuevo Leon,3,No,34,33,6,0,1,1,0,0,0,1,-1.2447916682098663,-0.0205206766445556,0.1285714285714285,0.5,1,1
C0451,Larry,Anderson,9/20/1985,MALE,Canada,Alberta,5,Yes,40,0,2,0,1,0,1,0,1,0,-0.8989361456695008,1.3946984022903213,0.2142857142857142,1.0,1,1
C0452,Brandon,Adams,10/17/1967,MALE,USA,Washington,3,No,58,53,9,0,1,1,0,0,0,1,0.1386304219515967,-0.0205206766445556,0.4714285714285713,0.5,0,1
C0453,Carl,Wood,4/16/1993,MALE,UK,Scotland,1,No,33,43,8,0,1,0,1,0,0,1,-1.3024342552999275,-1.435739755579433,0.1142857142857142,0.0,2,0
C0454,Altira,Co,04-01-1961,FEMALE,USA,Nevada,4,No,65,25,9,1,0,0,1,1,0,0,0.5421285315820235,0.6870888628228828,0.5714285714285714,0.75,0,2
C0455,Karen,Williams,02-01-1963,FEMALE,USA,California,1,No,63,8,9,0,1,1,0,1,0,0,0.4268433574019015,-1.435739755579433,0.5428571428571429,0.0,2,0
C0456,Virginia,Brooks,11/18/1995,FEMALE,USA,Oregon,3,Yes,30,37,9,0,1,1,0,0,0,1,-1.4753620165701105,-0.0205206766445556,0.0714285714285714,0.5,1,1
C0457,Kenneth,Hansen,7/19/1980,MALE,UK,Wales,1,No,45,51,8,0,1,0,1,1,0,0,-0.610723210219196,-1.435739755579433,0.2857142857142856,0.0,2,0
C0458,Thomas,Turner,07-04-1995,MALE,USA,Oregon,1,No,30,37,9,0,1,0,1,1,0,0,-1.4753620165701105,-1.435739755579433,0.0714285714285714,0.0,2,0
C0459,Steven,Johnson,3/23/1955,MALE,USA,California,3,No,71,8,9,0,1,1,0,1,0,0,0.8879840541223893,-0.0205206766445556,0.657142857142857,0.5,0,2
C0460,Amanda,Cox,12/25/1992,FEMALE,USA,Virginia,1,No,33,50,9,0,1,1,0,0,0,1,-1.3024342552999275,-1.435739755579433,0.1142857142857142,0.0,2,0
C0461,Jonathan,Peterson,2/16/1960,MALE,USA,Arizona,1,No,66,1,9,0,1,1,0,1,0,0,0.5997711186720844,-1.435739755579433,0.5857142857142856,0.0,2,0
C0462,Eric,White,10/22/1943,MALE,Australia,Victoria,2,No,82,49,0,0,1,1,0,1,0,0,1.52205251211306,-0.7281302161119941,0.8142857142857143,0.25,0,0
C0463,Nicholas,Garcia,6/13/1970,MALE,USA,California,5,No,56,8,9,0,1,1,0,0,1,0,0.0233452477714747,1.3946984022903213,0.4428571428571428,1.0,1,1
C0464,Gregory,Turner,12-11-1974,MALE,USA,Florida,5,No,51,14,9,0,1,1,0,0,0,1,-0.26486768767883,1.3946984022903213,0.3714285714285714,1.0,1,1
C0465,George,Carter,09-02-1949,MALE,USA,California,3,No,76,8,9,0,1,1,0,0,0,1,1.1761969895726945,-0.0205206766445556,0.7285714285714284,0.5,0,2
C0466,Patricia,Cox,5/19/1988,FEMALE,USA,Virginia,2,No,38,50,9,0,1,0,1,0,0,1,-1.0142213198496226,-0.7281302161119941,0.1857142857142856,0.25,2,0
C0467,Rebecca,Chavez,04-05-1952,FEMALE,USA,Ohio,1,Yes,74,35,9,0,1,1,0,1,0,0,1.0609118153925725,-1.435739755579433,0.7,0.0,0,0
C0468,Raymond,Smith,11/13/1952,MALE,Mexico,Jalisco,3,Yes,73,19,6,0,1,0,1,0,0,1,1.0032692283025113,-0.0205206766445556,0.6857142857142857,0.5,0,2
C0469,Adam,Foster,3/23/1997,MALE,USA,California,2,No,29,8,9,0,1,1,0,0,0,1,-1.5330046036601714,-0.7281302161119941,0.0571428571428571,0.25,2,0
C0470,Joan,Anderson,2/17/1963,FEMALE,USA,Oregon,1,No,63,37,9,0,1,1,0,1,0,0,0.4268433574019015,-1.435739755579433,0.5428571428571429,0.0,2,0
C0471,Gary,Collins,6/26/1984,MALE,USA,Utah,3,No,42,48,9,0,1,0,1,1,0,0,-0.7836509714893788,-0.0205206766445556,0.2428571428571428,0.5,1,1
C0472,Edward,Moore,10-04-1951,MALE,USA,California,4,No,74,8,9,0,1,1,0,0,0,1,1.0609118153925725,0.6870888628228828,0.7,0.75,0,2
C0473,Sharon,Price,08-09-1981,FEMALE,USA,California,3,No,44,8,9,0,1,1,0,1,0,0,-0.6683657973092569,-0.0205206766445556,0.2714285714285714,0.5,1,1
C0474,Gregory,Young,12-08-1995,MALE,USA,Nevada,1,No,30,25,9,0,1,1,0,0,0,1,-1.4753620165701105,-1.435739755579433,0.0714285714285714,0.0,2,0
C0475,William,Brooks,8/18/1946,MALE,Belgium,Wallonia,2,Yes,79,52,1,0,1,0,1,1,0,0,1.349124750842877,-0.7281302161119941,0.7714285714285714,0.25,0,0
C0476,Steven,Johnson,04-05-1997,MALE,USA,Florida,3,No,29,14,9,0,1,1,0,1,0,0,-1.5330046036601714,-0.0205206766445556,0.0571428571428571,0.5,1,1
C0477,Jesse,Stone,02-01-1984,MALE,USA,California,4,Yes,42,8,9,0,1,0,1,0,0,1,-0.7836509714893788,0.6870888628228828,0.2428571428571428,0.75,1,1
C0478,Ashley,Garcia,08-02-1940,FEMALE,USA,Ohio,4,No,85,35,9,0,1,0,1,0,0,1,1.6949802733832429,0.6870888628228828,0.857142857142857,0.75,0,2
C0479,Virginia,Wright,04-06-1978,FEMALE,USA,California,2,Yes,48,8,9,0,1,1,0,1,0,0,-0.437795448949013,-0.7281302161119941,0.3285714285714285,0.25,2,0
C0480,Scott,Bryant,9/16/1974,MALE,USA,California,4,Yes,51,8,9,0,1,1,0,0,0,1,-0.26486768767883,0.6870888628228828,0.3714285714285714,0.75,1,1
C0481,Sean,Williams,12-12-1976,MALE,USA,Arizona,3,No,49,1,9,0,1,1,0,1,0,0,-0.380152861858952,-0.0205206766445556,0.3428571428571428,0.5,1,1
C0482,Deborah,Brown,10-08-1980,FEMALE,USA,New York,3,Yes,45,27,9,0,1,0,1,1,0,0,-0.610723210219196,-0.0205206766445556,0.2857142857142856,0.5,1,1
C0483,Kevin,Jackson,11-08-1985,MALE,USA,Arizona,1,No,40,1,9,0,1,0,1,0,0,1,-0.8989361456695008,-1.435739755579433,0.2142857142857142,0.0,2,0
C0484,Janet,Wright,4/19/1989,FEMALE,USA,Texas,3,No,37,47,9,0,1,0,1,0,0,1,-1.0718639069396836,-0.0205206766445556,0.1714285714285714,0.5,1,1
C0485,Julia,Morales,10-07-1991,FEMALE,USA,Arizona,2,No,34,1,9,0,1,1,0,0,0,1,-1.2447916682098663,-0.7281302161119941,0.1285714285714285,0.25,2,0
C0486,Billy,Carter,9/16/1999,MALE,USA,California,2,Yes,26,8,9,0,1,0,1,0,0,1,-1.7059323649303544,-0.7281302161119941,0.0142857142857142,0.25,2,0
C0487,Jessica,Williams,10/23/1991,FEMALE,USA,Washington,5,No,34,53,9,0,1,1,0,0,0,1,-1.2447916682098663,1.3946984022903213,0.1285714285714285,1.0,1,1
C0488,Megan,Jackson,05-11-1979,FEMALE,USA,California,4,No,47,8,9,0,1,0,1,1,0,0,-0.495438036039074,0.6870888628228828,0.3142857142857142,0.75,1,1
C0489,Austin,Jordan,06-08-1950,MALE,Germany,Berlin,2,No,76,4,5,0,1,0,1,0,0,1,1.1761969895726945,-0.7281302161119941,0.7285714285714284,0.25,0,0
C0490,Emily,Wright,1/23/1954,FEMALE,USA,Nevada,5,Yes,72,25,9,0,1,0,1,0,0,1,0.9456266412124504,1.3946984022903213,0.6714285714285713,1.0,0,2
C0491,Noah,White,08-05-1941,MALE,USA,Washington,2,No,84,53,9,0,1,1,0,0,0,1,1.637337686293182,-0.7281302161119941,0.8428571428571427,0.25,0,0
C0492,Raymond,Price,05-07-2000,MALE,USA,Utah,3,Yes,26,48,9,0,1,1,0,0,0,1,-1.7059323649303544,-0.0205206766445556,0.0142857142857142,0.5,1,1
C0493,Tyler,Hughes,07-06-1954,MALE,USA,Colorado,3,No,71,11,9,0,1,1,0,0,0,1,0.8879840541223893,-0.0205206766445556,0.657142857142857,0.5,0,2
C0494,Grace,Carter,08-03-1990,FEMALE,USA,California,3,Yes,35,8,9,0,1,1,0,0,0,1,-1.1871490811198055,-0.0205206766445556,0.1428571428571428,0.5,1,1
C0495,Jerry,Hall,2/18/1954,MALE,USA,California,5,No,72,8,9,0,1,0,1,0,1,0,0.9456266412124504,1.3946984022903213,0.6714285714285713,1.0,0,2
C0496,Billy,Reyes,01-04-1990,MALE,USA,California,4,No,36,8,9,0,1,1,0,1,0,0,-1.1295064940297446,0.6870888628228828,0.157142857142857,0.75,1,1
C0497,Emma,Stewart,02-02-1985,FEMALE,USA,Arizona,4,Yes,41,1,9,0,1,0,1,0,0,1,-0.8412935585794398,0.6870888628228828,0.2285714285714286,0.75,1,1
C0498,Nancy,Collins,11/21/1948,FEMALE,Canada,Alberta,2,Yes,77,0,2,0,1,1,0,0,0,1,1.2338395766627552,-0.7281302161119941,0.7428571428571427,0.25,0,0
C0499,Lisa,Patterson,02-10-1946,FEMALE,USA,Colorado,3,Yes,80,11,9,0,1,1,0,1,0,0,1.406767337932938,-0.0205206766445556,0.7857142857142856,0.5,0,2
C0500,Dennis,Howard,3/15/1977,MALE,USA,California,4,Yes,49,8,9,0,1,1,0,0,0,1,-0.380152861858952,0.6870888628228828,0.3428571428571428,0.75,1,1
C0501,Kenneth,Jackson,11-12-1995,MALE,USA,Nevada,5,Yes,30,25,9,0,1,0,1,1,0,0,-1.4753620165701105,1.3946984022903213,0.0714285714285714,1.0,1,1
C0502,Madison,Gray,11/28/1966,FEMALE,USA,Arizona,4,No,59,1,9,0,1,1,0,0,0,1,0.1962730090416576,0.6870888628228828,0.4857142857142857,0.75,1,1
C0503,Keith,Peterson,9/26/1943,MALE,USA,Utah,2,Yes,82,48,9,0,1,0,1,0,1,0,1.52205251211306,-0.7281302161119941,0.8142857142857143,0.25,0,0
C0504,Jeffrey,Green,1/14/1992,MALE,USA,Utah,2,No,34,48,9,0,1,1,0,0,0,1,-1.2447916682098663,-0.7281302161119941,0.1285714285714285,0.25,2,0
C0505,Katherine,Wilson,7/18/1995,FEMALE,USA,Arizona,3,No,30,1,9,0,1,1,0,1,0,0,-1.4753620165701105,-0.0205206766445556,0.0714285714285714,0.5,1,1
C0506,Albert,Stone,07-04-1967,MALE,USA,California,5,No,58,8,9,0,1,1,0,1,0,0,0.1386304219515967,1.3946984022903213,0.4714285714285713,1.0,1,1
C0507,Mark,Morales,2/26/1951,MALE,USA,New York,3,No,75,27,9,0,1,1,0,0,0,1,1.1185544024826333,-0.0205206766445556,0.7142857142857142,0.5,0,2
C0508,Grace,Weaver,01-06-1970,FEMALE,USA,Nevada,5,No,56,25,9,0,1,1,0,1,0,0,0.0233452477714747,1.3946984022903213,0.4428571428571428,1.0,1,1
C0509,Aaron,Cook,04-02-1956,MALE,Belgium,Wallonia,3,No,70,52,1,0,1,1,0,0,0,1,0.8303414670323284,-0.0205206766445556,0.6428571428571428,0.5,0,2
C0510,Samantha,Evans,8/28/1947,FEMALE,France,Brittany,1,Yes,78,6,4,0,1,0,1,0,0,1,1.291482163752816,-1.435739755579433,0.7571428571428571,0.0,0,0
C0511,Christine,Parker,7/20/1954,FEMALE,UK,England,2,No,71,12,8,0,1,1,0,0,0,1,0.8879840541223893,-0.7281302161119941,0.657142857142857,0.25,0,0
C0512,Hannah,Flores,6/27/1945,FEMALE,USA,Arizona,1,No,81,1,9,0,1,1,0,0,1,0,1.464409925022999,-1.435739755579433,0.7999999999999998,0.0,0,0
C0513,Christian,Morales,03-07-1999,MALE,USA,Florida,2,Yes,27,14,9,0,1,1,0,1,0,0,-1.6482897778402934,-0.7281302161119941,0.0285714285714285,0.25,2,0
C0514,Rebecca,Evans,8/17/1977,FEMALE,USA,Oregon,1,Yes,48,37,9,0,1,1,0,0,0,1,-0.437795448949013,-1.435739755579433,0.3285714285714285,0.0,2,0
C0515,Melissa,Patterson,09-12-1963,FEMALE,USA,California,1,Yes,62,8,9,0,1,1,0,0,0,1,0.3692007703118405,-1.435739755579433,0.5285714285714285,0.0,2,0
C0516,Lawrence,Nelson,4/21/1946,MALE,USA,Utah,3,No,80,48,9,0,1,1,0,0,0,1,1.406767337932938,-0.0205206766445556,0.7857142857142856,0.5,0,2
